x	y	showSelected1
-85.52	39.35	1971
-86.45	38.67	1980
-86.58	39.97	2003
-87.3	39.45	2006
-85.45	39.22	1990
-85.58	41.03	1979
-85.53	40.6	2005
-87.7382	38.0903	2012
-85.68	40.07	1988
-86.4843	38.8845	2009
-86.97	39.42	1956
-85	40.83	1974
-87	39.17	1996
-85.8	41.72	1956
-85.62	39.58	1990
-86.18	41.57	1954
-84.92	39.07	1999
-86.77	40.08	1990
-86.8	39.53	2003
-85.32	40.33	1964
-87.2544	38.1642	2011
-85.08	41.08	1950
-85.47	41.08	1963
-86.73	38.48	1971
-87.32	41.15	1961
-85.08	39.97	1994
-87.17	39.57	1967
-87.52	38.52	1967
-87.12	41.32	2000
-86.67	39.68	1992
-85.82	40.42	1973
-87.4	40.13	1986
-86.87	41.08	1963
-86.55	40.75	1958
-85.47	39.88	1965
-87.28	37.97	1957
-86.5872	38.4419	2011
-86.57	39.3	1992
-86.92	40.25	1963
-85.679	41.4491	2010
-86.57	39.23	1958
-86.17	40.18	1980
-85.45	39.62	1967
-86.35	41.12	1951
-87.4375	40.8099	2011
-87.47	39.63	1988
-85.42	40.55	1958
-85.48	41.63	1956
-85.95	40.37	1980
-87.17	38.72	2008
-86.12	39.8	1955
-85.4421	38.6346	2012
-85.93	39.4	1995
-86.5	40.75	1990
-87.15	40.95	2004
-87.1706	39.6501	2011
-85.6094	40.9885	2010
-86.87	40.53	2006
-84.82	39.88	1963
-87.45	39.58	1967
-87.0054	38.3048	2011
-86.05	39.5	1954
-84.92	41.61	2007
-86.13	39.78	1954
-87.07	40.18	1950
-87.48	38.33	1971
-86.4	41.2	1994
-85.62	39.96	2008
-85.046	38.8312	2012
-87.32	41.15	2000
-87.1337	40.9336	2011
-86.77	40.38	1973
-85.92	41.22	1965
-84.9	39.83	2000
-87.42	37.95	1986
-86.4	40.42	1965
-85.67	39.65	1992
-85.7566	40.8691	2010
-86.13	40.48	2004
-86.6628	38.5964	2011
-86	38.6	1990
-85.73	40	1980
-87.0143	40.7813	2010
-85.68	39.1	1990
-85.52	39.57	2004
-87.42	39.12	1990
-86.9	41.72	1980
-86.35	41.13	1970
-87.25	38.48	1990
-86.12	40.22	1990
-86.58	41.22	1998
-87.08	39.57	1996
-84.87	39.83	2000
-86.1	39.08	1996
-87.1639	38.336	2011
-84.87	40.97	1998
-86.55	39.28	2004
-86.68	40.52	2006
-84.85	40.83	2006
-84.92	41.28	1998
-85.97	41.63	1965
-87.15	41.1	1954
-86.15	40.65	1992
-86.28	41.52	1997
-87.38	39.32	1992
-86.2	40.1	1996
-86.72	40.6	1976
-85.77	40.62	1970
-87.48	38.1	1998
-86.03	39.83	1985
-87.32	38.53	1996
-86.87	40.42	1980
-86.6	37.87	2002
-85.9	41.52	1992
-86.82	39.75	2003
-87.13	41.52	1980
-86.47	40.05	2003
-86.5	40.87	1961
-85.7949	41.2351	2010
-85.63	39.32	2006
-85.68	41.02	1957
-86.8183	38.3375	2011
-85.05	41.43	1969
-86.37	39.62	1979
-85.02	39.9	1957
-86.62	38.68	1990
-86.23	38.595	2011
-85.38	39.07	2004
-84.8	39.75	1961
-86.0457	40.6258	2010
-87.27	38.37	1999
-85.58	38.65	2008
-84.85	40.73	2002
-85.47	39.77	2006
-85.63	38.82	1963
-87	38.28	2006
-86.0474	38.1429	2011
-85.52	39.05	1963
-85.47	40.52	1965
-86.7711	38.1699	2011
-85.05	41.37	1998
-85.42	39.83	1958
-86.25	39.78	1980
-85.25	38.93	1974
-85.22	41.03	1963
-85.67	40.77	2004
-85.93	39.25	1957
-86.17	38.32	1971
-87.5	39.8	1963
-85.18	38.93	1957
-86.08	41.67	1989
-84.93	41.53	1965
-86.35	40.17	1965
-86.3	39.83	1981
-85.32	40.33	1963
-86.53	40.32	1968
-85.3271	40.1136	2009
-84.83	41.56	2007
-85.35	40.02	2000
-85.78	39.55	1992
-85.07	39.5	1990
-86.83	40.05	1958
-87.25	38.43	1999
-86.43	38.67	1990
-85.96	40.17	2007
-86.37	40.92	1975
-86.78	40.27	1967
-86.8983	38.4844	2011
-85.5	40.03	2000
-85.4	39.92	2005
-86.57	41.55	1997
-87.35	39.53	1960
-85.27	39.63	1960
-86.0764	38.6461	2011
-86.63	39.52	1954
-86.53	40.62	1992
-86.58	40.42	1961
-85.28	40.65	2003
-84.78	41.58	1986
-86.82	40.63	1975
-86.08	40.1	1965
-85.45	40.42	1966
-86.62	41.05	1984
-86.2669	38.9214	2011
-84.8	40.75	1992
-86.97	39.98	1998
-87.05	41.6	1960
-86.8741	40.9873	2011
-85.13	40.63	2002
-86.35	40.77	1984
-86.12	38.6	1956
-86.52	40.02	2004
-85.88	39.72	1980
-85.43	41.1	1965
-86.576	40.6563	2010
-86.6	39.95	2004
-85.72	39.82	1951
-85.9	39.22	1988
-86.3	39.07	1988
-84.33	39.35	1990
-87.1	39.4	2007
-85.9	39.4	1965
-84.8758	40.5614	2011
-84.98	41.22	2001
-85.42	38.58	1990
-85.27	41.73	1965
-86.38	38.9	1990
-85.28	39.52	2004
-85.17	41.12	1973
-84.82	41.58	1986
-85.73	41.7	1965
-86.9	37.97	1982
-86.9911	38.4533	2011
-86.33	41.35	1961
-86.38	40.32	2004
-85.33	40.78	1974
-87.53	38.32	1996
-85.33	39	1981
-85.63	38.42	2004
-86.58	41.5	1965
-85.37	40.18	1954
-87.25	40.13	2004
-83.47	42.08	1965
-86.3103	40.6337	2010
-85.37	40.45	2002
-85.07	41.05	1953
-85.39	41.14	2008
-87.67	38.25	2006
-84.85	39.72	2004
-87.47	41.65	1981
-86.122	38.2302	2011
-85.68	39.88	1980
-86.37	40.77	1958
-85.75	41.32	1980
-87.13	38.15	1996
-86.25	40.18	1990
-86.67	39.82	1990
-85.53	39.37	2004
-86.93	40.58	1963
-87.43	38.87	1990
-85.3	40.5	2002
-86.1408	39.5627	2010
-85.58	41.12	1963
-86.6032	41.6762	2012
-86.97	38.18	1996
-86.7	40.27	1953
-85.35	40.83	1970
-87.42	39.88	1973
-85	39.08	1997
-85.08	41.75	1965
-85.72	41.13	2003
-86.9	40.03	1991
-86.9447	38.3364	2011
-85.93	41.55	1988
-86.63	40.53	1973
-92.52	42.05	2006
-94.13	41.62	1985
-92.23	42.79	2011
-91.8549	42.876	2011
-90.75	41.48	1967
-95.45	41	2001
-91.12	41.02	1966
-92.2	40.93	1999
-91.62	41.57	2006
-95.96	42.55	2008
-91.55	40.98	1999
-91.6	41.53	1984
-93.67	43.22	2002
-92.18	41	1999
-92.63	42.52	2000
-95.11	43.16	2008
-94.2209	40.8231	2010
-92.72	42.4	2004
-95.51	43.06	2008
-96	43.1	1958
-95.75	41.75	1983
-94.4494	43.4996	2010
-94.03	40.73	1984
-96.45	43.32	1997
-93	41.62	1968
-95.54	42.94	2008
-94.42	41.15	1985
-96.18	43.03	1966
-95.45	43.45	1971
-92.98	40.9	2008
-95.49	40.96	2008
-93.77	43.47	1984
-92.02	41.15	1999
-94.34	41.03	2008
-95.47	41.27	2001
-91.5	42.45	1990
-92.0624	41.5812	2011
-96.32	42.43	2003
-94.65	40.95	2008
-93.72	41.63	1990
-92.07	41.98	1965
-93.37	41.55	2006
-93.82	42.12	1962
-92.4	40.95	1990
-95.2	42.18	1979
-94.32	40.8	1955
-95.77	41.37	2001
-91.25	42.08	2006
-91.48	43.23	1987
-92.1425	41.8217	2011
-93.87	42.5	2004
-91.03	41.4	2006
-93.3	41.9	1962
-95.87	43.18	2000
-95.72	41.23	2001
-91.48	42.37	1986
-96.19	43.28	2008
-95.7	42.28	1964
-90.32	42.05	1997
-95.8	41	2002
-95.18	43.43	2004
-95.03	41.5	1981
-90.63	42.33	1991
-91.43	41.63	2006
-94.1107	42.4215	2005
-95.9141	41.9968	2011
-116.5	43.87	2002
-96.45	43.52	1993
-95.15	41.28	1985
-91.27	41.52	1987
-94.93	41.08	1987
-93.27	43.15	1995
-95.77	43.4	1993
-91.83	40.89	2008
-92.82	41	1986
-95.75	41.17	2001
-94.23	40.82	1996
-95.02	40.83	1983
-93.9	41.38	2001
-95.57	41.63	2000
-93.45	41.58	1999
-94.27	42.5	1974
-93.43	43.27	1994
-94.27	42	2001
-91.68	42.43	2001
-95.32	43.15	1971
-90.37	42.27	1955
-91.55	41.67	2006
-96.37	42.47	1975
-91.05	41.38	2006
-95.53	43.13	1984
-92.69	41.23	2008
-95.87	41.27	1988
-95.88	41.9	2008
-92.62	42.55	1982
-91.42	40.62	1998
-96.4	42.4	2001
-91.32	40.63	1998
-92.27	43.07	1994
-90.2	41.83	1974
-92.58	42.05	1965
-95.3	43.2	2004
-92.5	41.3	1992
-94.53	42.68	1990
-91.67	41.7	1991
-95.85	42.55	2004
-95.3	43.2	2004
-91.12	42.4	1990
-91.15	43.2	1994
-91.59	42.53	2008
-95.5	41.98	1992
-92.1	41.6	1953
-93.6	41.62	1980
-90.92	41.85	1991
-95.58	42.77	1984
-90.75	41.97	1991
-95.3	43.47	2008
-91.18	41.65	1966
-95.22	42.45	1984
-94.58	42.93	1984
-92.2469	43.5006	2011
-92.53	41.63	1969
-91.1	42.3	1990
-96.02	43.37	1998
-91.7046	42.9661	2011
-92.28	40.85	1990
-94.72	42.82	1991
-95.689	42.9405	2010
-95.1	43.4	1962
-91.6	42.1	2006
-91.68	42.1	1979
-93.65	43.18	2004
-91.28	42.12	1965
-95.99	43.34	2008
-92.78	41.87	1962
-93.62	42.32	2007
-95.95	42.27	1998
-95.68	41.47	1990
-94.78	43.48	1967
-94.33	41.98	2004
-95.66	42.99	2008
-93.27	42.38	2000
-94.95	43.27	1975
-96.48	42.87	1967
-91.98	41.97	2006
-96.17	43.23	2000
-93.25	41.67	1999
-95.87	43.14	2008
-95.35	42.58	1984
-94.08	43.32	1984
-92.72	42.48	1971
-91	42.4	1969
-91.52	40.83	1973
-92.47	42.88	1961
-91.85	41.58	1984
-93.8	41.35	2004
-91.48	42.5	2001
-92.47	40.83	1965
-92.97	43.43	1967
-94.75	41.45	1984
-92.37	40.83	1979
-90.4	42.25	2007
-92.65	42.53	1999
-96.42	43.3	2008
-94.89	40.96	2008
-91.97	43.15	2002
-95.62	43.37	1998
-91.18	41.67	1991
-91.48	41.67	2006
-94.85	43.2	1959
-92.53	42.95	1981
-91.82	43.07	1971
-94.37	41.08	1985
-93.43	41.63	1986
-96.04	43.35	2008
-92.95	43.05	1994
-90.88	41.73	1993
-91.65	42	2001
-94.33	43.33	1965
-91.08	41.55	1952
-93.73	43.27	1995
-96.25	42.2	1998
-94.51	41	2008
-92.75	43.28	2004
-92.78	42.4	2004
-93.05	41.3	1962
-94.1	41.72	2000
-92.27	40.75	2006
-91.65	42.4	2001
-93.75	43.45	1984
-95.17	42.97	1954
-95.72	42.3	2001
-94.47	41.3	1960
-95.97	42.27	2004
-92.62	42.2	1989
-95.15	43.17	1963
-92.3077	42.8041	2010
-93.82	42.8	2004
-91.2	40.75	1967
-95.79	42.82	2010
-94.95	41.67	1999
-90.88	41.93	1997
-95.68	40.85	2004
-91.77	41.5	2001
-91.06	41.7	2007
-92.43	43.03	2002
-90.33	41.97	1997
-95.67	41.27	2003
-93.3	43.18	1967
-95.2	43.38	1975
-93.9183	42.6817	2010
-95.82	43.35	2008
-90.37	41.92	2008
-95.5	41.48	1976
-95.22	43.47	1971
-95.33	40.75	1971
-93.53	41.52	1974
-94.9203	42.453	2010
-92.95	42.6	1971
-92.18	42.98	2000
-92.88	40.73	1990
-94.8	40.7	1993
-91.32	41.42	1979
-95.97	42.57	1984
-95.88	43.17	1993
-95.15	41.22	1985
-96.2	42.22	2001
-91.88	40.82	2006
-95.43	42.02	1986
-91.65	42	2003
-94.73	40.98	1984
-95.32	41.83	2001
-96.25	42.13	2001
-93.88	41.62	1986
-93.68	41.95	1991
-92.33	41.33	1990
-96.2	42.78	1980
-94.53	43.3	1967
-94.97	43.13	2004
-96.45	43.52	1993
-93.65	43.27	1990
-92.03	43.45	1965
-91.67	41.7	2001
-93.83	41.57	1986
-94.8038	42.7136	2011
-91.5	40.57	1998
-96.48	43.2	2004
-96.24	43.04	2008
-91.7	40.75	2002
-91.3	41.5	2006
-91.9719	43.5789	2011
-94.45	41.33	1961
-95.87	43.3	1963
-96.44	42.53	2008
-93.87	41.77	1999
-94.75	40.75	2008
-92.1	43.28	1968
-94.13	41.42	2004
-92.17	41.43	1990
-92.33	41.8	1970
-92.05	42.62	2001
-91.65	42	1991
-94.82	42.6	1982
-93.72	41.77	1983
-95.8	41.65	1992
-96.18	43.4	1975
-92.77	42.6	1960
-95.5	43	2001
-94.53	41.52	1991
-91.25	42.35	1991
-91.42	41.9	2003
-94.95	40.88	1999
-93.48	41.97	1950
-91.03	41.9	2003
-96.1	42.07	2001
-93.98	42.7	1967
-94.95	42.98	2004
-94.975	43.06	2009
-93.07	40.7	2008
-95.75	40.82	1959
-90.2	41.83	1997
-91.03	41.46	2007
-93.65	41.9	1999
-93.15	41.24	2007
-93.12	43.5	1967
-90.67	42.07	1975
-95.35	41.36	2007
-94.75	43	1957
-91.03	42.12	2002
-92.52	42.63	2001
-94.38	43.03	1980
-94.3346	42.7109	2010
-95.55	42.75	1997
-92	42.6	2000
-92.88	40.88	1996
-95.1	42.08	1969
-93.83	40.82	1975
-95.8	41.01	2008
-92.72	42.48	1971
-92.72	41.73	1968
-95.17	43.22	2004
-92.22	42.42	2001
-95.63	42.85	1958
-95.33	43.5	1971
-94.05	40.8	1973
-92.67	42.1	2000
-94.42	42.02	2004
-94.47	42.1	1954
-95.25	43.05	2004
-90.33	41.95	1967
-95.35	42.33	1991
-95.12	43.15	1955
-95.87	41.45	1999
-95.55	42.83	1960
-95.17	41.07	1999
-92.97	42.37	2004
-96	43.35	1989
-95.8	40.83	2002
-90.83	42.62	1965
-95.8	42.85	1983
-96.32	42.32	2001
-94.47	41.48	1999
-96.05	42.92	1986
-94.22	42.75	2004
-94	43.3	1953
-95	42.98	2004
-94.9534	42.5655	2011
-93.65	42.65	1964
-95.5	41.82	1975
-95.78	43.4	1965
-94.77	43.15	2004
-95.5	40.7	1978
-93.68	42.48	2008
-93.05	42.53	2004
-96.17	42.72	1997
-94.22	43.35	2008
-96.32	43.45	1986
-93.08	43.33	1952
-92.17	43.02	1995
-94.35	41.38	1993
-94.97	43.08	2004
-94.93	43.13	2004
-91.88	42.47	2001
-91.73	40.98	2003
-91.22	41.45	2006
-92.73	42.58	2001
-92.13	42.6	1976
-91.07	43.32	1964
-92.55	43.37	2004
-95.28	42.47	1994
-92.07	41.87	1991
-94.75	42.5	1958
-95.15	42.7	1984
-93.8	41.68	1986
-94.53	43.03	1984
-93.87	43	1984
-95.72	42.7	2001
-95.83	40.77	2002
-93.38	40.84	2008
-92.55	41.6	1967
-93.12	43.57	1967
-93.83	41.62	1986
-94.07	40.85	1990
-92.65	41.38	1978
-95.55	40.67	2004
-92.97	42.27	1989
-95.12	43.5	1981
-94.22	43.02	1979
-94.85	42.83	1991
-94	40.98	1964
-92.01	42.01	2008
-92.7	41.65	1978
-92.78	42.57	1997
-91.67	41.15	1983
-95.2	41.8	1975
-92.67	41.97	2002
-92.82	41.91	2008
-95.23	43.63	1971
-91.83	40.9	1967
-90.88	41.75	1954
-94.7	41.87	1996
-92.78	42.48	1991
-91.98	42.5	2000
-92.73	43.28	1993
-95.17	40.67	1954
-94	43.13	1972
-95.57	43.07	1980
-91.7988	40.7301	2010
-93.28	43.48	1964
-93.62	42.03	1984
-91.43	41.15	1967
-95.88	43.17	1981
-91.27	40.67	1967
-96.17	42.97	2001
-93.92	41.85	1986
-95.03	40.73	1999
-96.02	42.47	2003
-93.48	40.64	2008
-92.05	42.55	1967
-93.77	41.62	1986
-92.1	42.83	1961
-94.47	41.37	1994
-90.47	42	1981
-93.55	43.47	1982
-95.09	43.09	2012
-94.37	41.92	1996
-95.443	42.6188	2011
-91.57	40.65	1982
-91.43	41.73	1975
-93.3	42.13	1990
-93.72	42.18	1995
-94.25	41.73	2000
-93.48	40.62	1970
-92.17	42.67	1985
-92.68	42.08	2004
-94.37	41.07	1975
-93.6	41.13	1980
-95.18	40.83	1964
-90.43	42.21	2007
-94.48	42.77	1993
-91.39	42.56	2008
-93.58	41.83	1993
-91.88	42.47	2001
-91.35	40.69	2010
-92.35	42.45	2004
-91.93	43.03	1983
-96.13	42.27	2004
-93.87	40.63	1989
-91.95	40.78	2006
-94.32	42.8	2004
-92.23	40.68	1967
-92.02	43.12	1989
-93.75	41.88	2001
-91.35	42.58	1991
-94.73	41.03	1981
-91.75	41.75	1973
-94.05	42.63	2003
-92.85	41.27	1985
-93.78	41.58	1986
-93.07	43.57	1967
-95.73	41.52	1991
-91.25	42.88	1990
-93.0831	42.4896	2009
-91.18	41.77	1990
-92.1	42.22	2001
-94	42.77	1980
-92.975	42.4463	2009
-91.83	41.65	2001
-91.37	42.02	1999
-95.36	41.26	2007
-91.77	42.75	1996
-95.42	42.03	1969
-93.62	41.6	1984
-92.78	43.47	1971
-90.6	41.5	1974
-95.6	42.13	1999
-93.62	41.58	2007
-94.5	41.67	1963
-94.05	42.4	2005
-91.88	40.67	1980
-94.98	43.1	2004
-93.73	41.38	1965
-92.87	42.1	1974
-93.57	40.98	2008
-96.3	43.08	2001
-95.79	43.33	2008
-92.38	41.65	2008
-91.73	42.5	2001
-94.07	43.12	1964
-93.75	41.18	1999
-93.6	42.18	1979
-95.05	40.97	1957
-94.82	40.75	1975
-91.2	42.65	1969
-95.78	42.75	1991
-94.95	40.97	1999
-96.18	43.05	2001
-95.52	40.6	1999
-91.98	42.2	2003
-90.98	41.47	2002
-96.38	42.5	1998
-90.92	41.52	1997
-90.93	41.85	1984
-91.98	42	1984
-94.42	42.65	1982
-95.73	40.95	1950
-95.12	43.48	1981
-90.92	41.6	1997
-93.6	42.32	1974
-92	41.47	2001
-92.2	40.92	1958
-91.12	41.28	1974
-94.28	42.37	1965
-96.0114	42.1487	2012
-94.4	42.15	1969
-91.98	41	1986
-90.68	41.7	1974
-94.47	41.02	1985
-92.32	41.16	2008
-92	41.18	2002
-93.52	42.67	2005
-93.6	40.82	1986
-96.18	43.5	1985
-94.36	42.58	2008
-92.17	42.2	1971
-95.63	42.45	1972
-91.9085	42.9868	2012
-92.73	42.4	2004
-94.88	41.4	1980
-91.17	42.38	1964
-93.63	41.68	2001
-91.98	40.92	2006
-91.77	42.07	2004
-93.99	41.1	2008
-95.13	41.2	1960
-95.3	40.82	1999
-95.93	42.78	2001
-94.47	41.88	2000
-94.7	43	1975
-95.68	42.52	2001
-94.07	42.25	1998
-92.42	40.68	1961
-93.13	43.15	2004
-95.67	41.53	1975
-95.2	43.42	2001
-94.62	42.55	1986
-95.48	43.13	2004
-94.63	43.12	1994
-93.45	41.48	2006
-92.57	42.3	2002
-95.17	43.48	1995
-93.32	43.13	1990
-95.748	43.278	2010
-93.27	41.38	2002
-91.72	42.1	1998
-90.95	41.83	1954
-95.897	43.138	2010
-95.842	43.084	2010
-91.5779	41.2033	2012
-93.62	42.85	1997
-93.07	42.55	2004
-95.6	42.07	1993
-93.18	43.15	2005
-93.62	41.6	1999
-93.32	43.24	2008
-92.13	42.5	2000
-95.13	43.37	1990
-93.88	41.88	2002
-91.1	40.98	1963
-95.2	42.2	1957
-93.3	40.85	1991
-91.25	42.02	2004
-91.23	41.9	1982
-93.68	41.05	1965
-95.47	40.91	2007
-94.48	42.22	1998
-91.3	42.57	1960
-93.85	41.58	1986
-91.3	41.98	2003
-94.55	42.07	1998
-96.17	43.33	1994
-92.47	42.7	1973
-94	41.7	2004
-95.6	42.15	1999
-95.63	41.25	1999
-95.93	42.82	1994
-95.8	41.63	1999
-95.38	41.62	1989
-91.95	41.6	2001
-95.12	40.8	1964
-91.02	42.08	1953
-94.43	42.67	1991
-92.32	43.43	1953
-91.57	40.95	1960
-91.72	42.5	2005
-91.18	41	1983
-93.73	41.32	2000
-92.27	40.7	1996
-95.92	42.3	1963
-95.45	40.88	1990
-91.1817	40.9574	2011
-93.97	42.47	2005
-92.97	42.75	1952
-93.7	42.37	2003
-94.72	42.73	1993
-92.88	42.9	2002
-93.82	43.05	2003
-92.17	42.6	2000
-94.35	42.55	2008
-92.08	42.2	2004
-93.63	42.53	2005
-94.22	42.83	1981
-95.65	40.6	1995
-95.7771	42.1843	2011
-92.03	42.15	2004
-93.02	41.58	1986
-93.5197	42.4805	2009
-91.77	42	2003
-92.43	42.8	1977
-94.83	42.58	1980
-94.02	41.53	1998
-93.47	41.67	2002
-93.75	42.92	1999
-90.4	42.27	1969
-93.92	42.85	1999
-93.32	41.73	2008
-94.0532	40.8523	2009
-91.53	42.28	1999
-91.62	41.45	2006
-95.1	43.43	2001
-94.08	42.37	2004
-91.1902	40.8389	2011
-92.83	43.3	1981
-91.45	43.25	2002
-92.6271	42.4931	2009
-91.27	40.9	1974
-94.5	43.43	1994
-95.8	42.48	2003
-95.727	43.2	2010
-94.7265	42.7664	2011
-95.8	43.58	1986
-96.17	42.45	1979
-92.62	41.97	2006
-94.88	40.83	1964
-91.67	42.58	2001
-91.77	40.95	2003
-92.58	41.97	1998
-95.75	41.7	2002
-91.11	42.51	2008
-92.78	42.67	1984
-91.33	40.92	1980
-93	42.1	2000
-92.93	43.17	2004
-91.78	40.9	2006
-91.63	40.92	1957
-94.88	43.43	1984
-92.9	40.87	1959
-95.1	43.47	1984
-93.7292	42.388	2009
-95.2	41.43	2000
-93.48	40.77	1975
-90.6467	42.0752	2010
-112.1	43.73	2002
-94.88	42.28	1999
-95.17	41.43	2004
-90.77	41.55	2002
-93.45	42.02	1970
-95.87	41.93	1953
-92.3	41.7	1993
-96.42	43.3	2004
-93.6	42.07	1969
-93.88	42.07	1969
-91.58	42	1999
-90.37	41.65	1990
-92.08	42.62	2008
-95.78	40.69	2008
-95.32	43.12	2012
-90.9	41.77	1961
-93.6	41.13	1980
-92	41.57	1988
-90.7	41.55	1974
-95.72	42.12	1965
-96.32	43.33	2003
-92.58	43	1999
-94.97	41.7	2006
-93.75	42.52	2005
-93.12	43.12	2005
-91.22	42.38	2004
-91.97	40.9	2003
-91.8	43.25	1979
-91.5	40.5	1957
-91.12	41.58	2008
-94.52	42.8	2004
-95.7	40.53	1965
-92.7	42.18	2001
-92.45	40.72	2006
-95.6671	40.8858	2012
-92.97	42.43	1966
-93.92	42.08	2000
-95.12	41.43	1970
-95.4	40.95	1992
-93.62	41.98	1973
-93.43	42.23	2004
-92.1	41.52	2000
-92.3	43.1	1965
-93.05	41.67	2008
-92.98	41.82	2004
-93.5897	41.3678	2010
-93.68	41.48	1998
-95.38	42.02	1999
-92.55	42.05	1953
-95.08	42.582	2011
-94.7664	42.8175	2011
-94	42.27	2004
-94.88	43.38	1983
-90.6	41.53	1980
-94.17	40.6	1996
-95.55	41.28	1999
-94.15	42.42	1999
-93.22	41.52	1990
-93.1	41.93	1998
-95.29	40.82	2008
-94.4	42.28	1998
-92.4	40.85	2008
-94.85	42.1	1974
-93.7	43.23	1967
-92.3	43.37	2004
-92.15	41.5	1983
-93.6	43.08	1999
-92.95	42.82	1984
-93.15	42.4	1991
-92.9	42.23	2001
-93.6	42.23	1999
-93.98	41.38	1982
-92.45	42.52	2001
-93.15	43.37	1967
-95.25	43.3	1975
-96	43.4	2001
-95.02	41.25	2004
-93.03	41.72	2004
-95.28	41.93	1998
-95.38	41.27	1984
-95.02	42.6	1994
-93.08	40.85	1991
-90.2	41.83	1996
-95.55	43.42	2001
-93.17	40.9	1960
-96.03	42.85	1954
-92.4	41.47	1956
-94.02	43.08	1974
-94	42.62	1990
-94.23	40.68	1992
-91.5	41.3	1983
-93.92	41.8	1976
-92.68	42.07	2005
-91.75	42.2	1998
-90.2	41.77	1990
-94.94	43	2012
-92.78	42.9	1967
-95.338	42.642	2011
-91.97	41.83	1971
-93.78	42.02	2005
-95.87	43.07	2005
-93.38	42.28	1970
-94.7968	42.7084	2011
-93.62	42.03	2005
-95.67	43.1	1986
-95.77	41.04	2007
-93.8651	43.4811	2011
-92.8	43.28	1954
-94.05	40.57	2005
-94.6	43.48	1976
-95.12	41.03	2000
-92.25	41.77	1981
-90.75	41.52	1981
-92.2	42.95	1957
-93.7679	41.2956	2010
-94.53	41.85	2001
-93.1744	42.4783	2009
-92.73	41.07	1996
-94.35	42.25	2004
-94.75	41.15	1988
-94.02	42.05	2001
-90.3647	42.0042	2010
-94.98	42.98	2008
-92.52	42.23	2001
-93.9272	41.6438	2009
-96.18	43.5	1994
-94.65	41.43	1981
-95.45	43.45	1994
-92.97	41.18	1972
-91.53	43.22	1975
-94.0191	43.4638	2010
-93.18	42.22	1959
-90.93	42.43	1996
-91.83	43	2001
-94.32	42.43	2004
-93.95	42.17	2004
-93.05	40.78	2007
-93.1	42.3	1992
-93.88	42.12	2004
-93.62	41.62	1984
-93.87	42.05	1998
-94.55	41.92	2005
-93.88	42.35	2005
-95.73	42.94	2010
-91	41.78	1983
-92.42	42.78	2001
-93.88	42.08	1993
-92.47	43.08	1983
-95.93	42.3	2002
-92.45	41.88	1953
-91.3	40.87	1980
-96.1	42.23	1987
-92.72	40.97	2005
-95.9	42.63	1997
-92.4	40.93	1987
-91.97	42.65	1961
-91.52	41	1977
-93.72	41.93	2001
-94.38	42.02	2001
-95.35	43.48	1964
-94.12	40.65	1995
-92.27	42.5	1984
-92.55	40.72	1980
-93.08	43.07	1998
-95.32	42.12	1999
-93.27	42.17	2004
-92.32	42.03	2001
-95.45	42.82	1987
-92.28	42.02	2001
-93.0389	42.427	2009
-95.98	43.07	1968
-95.75	41.67	1999
-92.32	41.08	2001
-93.95	40.82	1996
-93.6	43.18	1980
-94.47	40.62	1996
-93.07	40.73	1988
-94.88	41.22	1974
-93.07	42.23	1990
-91.63	42.6	1998
-93.47	41.65	2000
-94.68	42.73	1985
-93.27	41.38	1982
-93.08	42.25	1973
-94.32	41.25	1959
-93.75	42.1	1976
-91.48	42.1	2004
-91.05	41.1	1998
-92.75	42.93	1970
-91.42	40.63	2003
-92.68	40.93	1990
-92.33	41.76	2008
-93.23	40.75	1981
-93.38	43.45	1953
-91.52	42.15	1964
-96.17	42.4	2006
-94.3061	42.9613	2011
-93.6	41.73	1966
-95.1	41.63	1972
-95.77	43.42	1994
-95.05	41.58	2005
-94.88	41.7	2005
-93.15	42.27	2002
-92.23	41.73	1991
-94.73	40.85	1994
-93.62	41.85	1987
-94.03	42.8	1999
-94.68	43.1	1997
-93.66	41.47	2007
-93.35	42.3	1991
-96.17	42.18	1986
-91.7	41.3	2006
-95.13	42.05	1969
-92.66	42.55	2008
-94.6	40.7	1987
-90.55	41.67	1974
-94.5	42.93	2000
-91.92	42.1	1970
-93.9	41.22	2001
-93.82	42.65	1979
-95.61	40.82	2008
-93.67	43.28	1963
-94.02	41.55	2006
-92.33	42.02	1983
-92.33	43.18	1993
-94.2617	42.9248	2011
-92.78	41.87	1969
-95.58	41.48	1982
-92.48	43.05	2002
-93.82	42.37	1992
-91.05	41.88	1982
-92.7	42.98	1984
-92	41.88	1975
-94.1	42.02	1981
-91.17	41.88	1982
-91.2	41.18	2003
-90.85	42.43	1980
-90.63	42.5	1966
-95.05	41.6	2005
-95.62	43.32	2001
-96.1	42.78	1997
-94.53	42.53	1990
-96.12	42.73	1975
-94.1551	43.3808	2010
-92.08	42.8	1975
-95.8	41.62	1975
-93.17	42.02	2004
-95.97	43.38	2004
-95.68	42.23	1953
-91.62	41.25	1975
-96.05	42.4	1995
-95.08	41.8	1955
-95.2047	42.4038	2011
-94.08	41.42	1981
-95.02	42.07	1998
-94.9515	42.5896	2011
-94.7937	42.721	2011
-92.97	40.95	1988
-92.33	41.13	2003
-95.43	41.48	1996
-95.33	41.6	2004
-95.9	43.18	2002
-94.77	40.97	1999
-95.348	42.652	2011
